geometry,address,lokasi,coords,m_lon,m_lat,state,district,parlimen,dun_x,label,Lokasi,dun_y,h_lat,h_lon,distance,status
POINT (100.3069642826197 5.441334322326751),"Jalan Tanjung Tokong, Kampung Masjid Bagan, George Town, Timur Laut, 10470, Pulau Pinang","Jalan Tanjung Tokong ( Caltex & Kampung Masjid,….etc) ","100.3069642826197, 5.441334322326751",100.3069643,5.441334322,Pulau Pinang,Timur Laut,P.048 Bukit Bendera,N.25 Pulau Tikus,hotspot,"SEK KEB TANJUNG TOKONG, KG TANJONG TOKONG, KG MASJID",N.25 Pulau Tikus,5.439316825,100.3035977,0.435,TRUE
POINT (100.3037241590671 5.434855513815826),"Jalan Bagan Jermal, Kampung Masjid Bagan, George Town, Timur Laut, 10470, Pulau Pinang",Jalan Bagan Jermal ,"100.3037241590671, 5.434855513815826",100.3037242,5.434855514,Pulau Pinang,Timur Laut,P.048 Bukit Bendera,N.25 Pulau Tikus,hotspot,"S.M.J.K PEREMPUAN CHINA, BAGAN JEMAL",N.25 Pulau Tikus,5.432438222,100.3019036,0.336,TRUE
POINT (100.3044297314553 5.447149839040599),"Jalan Siput Lala, Kampung Raya Baru, Tanjong Tokong, Timur Laut, 10470, Pulau Pinang",Jalan Siput Lala (MBPP) *kawasan Lain,"100.3044297314553, 5.447149839040599",100.3044297,5.447149839,Pulau Pinang,Timur Laut,P.048 Bukit Bendera,N.25 Pulau Tikus,hotspot,"SEK KEB TANJUNG TOKONG, KG TANJONG TOKONG, KG MASJID",N.25 Pulau Tikus,5.439316825,100.3035977,0.876,TRUE
POINT (100.3044297314553 5.447149839040599),"Jalan Siput Lala, Kampung Raya Baru, Tanjong Tokong, Timur Laut, 10470, Pulau Pinang",Jalan Siput Lala (JKR) ,"100.3044297314553, 5.447149839040599",100.3044297,5.447149839,Pulau Pinang,Timur Laut,P.048 Bukit Bendera,N.25 Pulau Tikus,hotspot,"SEK KEB TANJUNG TOKONG, KG TANJONG TOKONG, KG MASJID",N.25 Pulau Tikus,5.439316825,100.3035977,0.876,TRUE
POINT (100.2848964240001 5.406148588000065),"Timur Laut, Pulau Pinang","Lebuh Kimberly, Lebuh Carnarvon, Jalan Pintal Tali, Lebuh Cintra","100.2848964240001, 5.406148588000065",100.2848964,5.406148588,Pulau Pinang,Timur Laut,P.048 Bukit Bendera,N.23 Air Putih,hotspot,"DEWAN RUKUN TETENGGA, JLN ZOOKAMPUNG MELAYUFARLIM",N.33 Air Itam,5.39854,100.28557,0.849,FALSE
POINT (100.2848964240001 5.406148588000065),"Timur Laut, Pulau Pinang",Jalan Anson (depan market) & Lebuh Mc Nair,"100.2848964240001, 5.406148588000065",100.2848964,5.406148588,Pulau Pinang,Timur Laut,P.048 Bukit Bendera,N.23 Air Putih,hotspot,"DEWAN RUKUN TETENGGA, JLN ZOOKAMPUNG MELAYUFARLIM",N.33 Air Itam,5.39854,100.28557,0.849,FALSE
POINT (100.32231007252 5.420665044999062),"Jalan Khaw Sim Bee & Lebuhraya Pykett, George Town, Timur Laut, 10400, Pulau Pinang",Jalan Khaw Sim Bee & Lebuhraya Pykett,"100.32231007252, 5.420665044999062",100.3223101,5.420665045,Pulau Pinang,Timur Laut,P.049 Tanjong,N.26 Padang Kota,hotspot,"SEKOLAH MENENGAH KEBANGSAAN RAJA TUN UDA, JALAN TENGAH, SG TIRAM, BUKIT GEDUNG",N.26 Padang Kota,5.424053946,100.3272178,0.661,TRUE
POINT (100.2108963667474 5.459120043301539),"Jalan Nelayan, Pekan Teluk Bahang, Mukim 2 Teluk Bahang, Barat Daya, 11050, Pulau Pinang",Kg. Nelayan Telok Bahang,"100.2108963667474, 5.459120043301539",100.2108964,5.459120043,Pulau Pinang,Barat Daya,P.053 Balik Pulau,N.40 Telok Bahang,hotspot,"DEWAN MBPP TELUK BAHANG, KAMPUNG NELAYAN, KAMPUNG BANGSAL RAWA, KAMPUNG TELUK AWAK",N.40 Telok Bahang,5.460129423,100.2060326,0.55,TRUE
POINT (100.2095100000001 5.455050000000028),"Kampung Teluk Awak, Mukim 1 Pantai Aceh, Barat Daya, Pulau Pinang",Kg. Telok Awak,"100.2095100000001, 5.455050000000028",100.20951,5.45505,Pulau Pinang,Barat Daya,P.053 Balik Pulau,N.40 Telok Bahang,hotspot,"DEWAN MBPP TELUK BAHANG, KAMPUNG NELAYAN, KAMPUNG BANGSAL RAWA, KAMPUNG TELUK AWAK",N.40 Telok Bahang,5.460129423,100.2060326,0.683,TRUE
POINT (100.2084595772327 5.459390762927275),"Jalan Nelayan, Kampung Nelayan, Mukim 1 Pantai Aceh, Barat Daya, 11050, Pulau Pinang",Jalan Nelayan,"100.2084595772327, 5.459390762927275",100.2084596,5.459390763,Pulau Pinang,Barat Daya,P.053 Balik Pulau,N.40 Telok Bahang,hotspot,"DEWAN MBPP TELUK BAHANG, KAMPUNG NELAYAN, KAMPUNG BANGSAL RAWA, KAMPUNG TELUK AWAK",N.40 Telok Bahang,5.460129423,100.2060326,0.281,TRUE
POINT (100.2108963667474 5.459120043301539),"Jalan Nelayan, Pekan Teluk Bahang, Mukim 2 Teluk Bahang, Barat Daya, 11050, Pulau Pinang",Kg. Nelayan Telok Bahang,"100.2108963667474, 5.459120043301539",100.2108964,5.459120043,Pulau Pinang,Barat Daya,P.053 Balik Pulau,N.40 Telok Bahang,hotspot,"DEWAN MBPP TELUK BAHANG, KAMPUNG NELAYAN, KAMPUNG BANGSAL RAWA, KAMPUNG TELUK AWAK",N.40 Telok Bahang,5.460129423,100.2060326,0.55,TRUE
POINT (100.2060326248759 5.460129423203306),"Jalan Hassan Abbas, Teluk Bahang, Mukim 1 Pantai Aceh, Barat Daya, 11050, Pulau Pinang",Flat Jalan Hj.  Hassan Abbas,"100.2060326248759, 5.460129423203306",100.2060326,5.460129423,Pulau Pinang,Barat Daya,P.053 Balik Pulau,N.40 Telok Bahang,hotspot,"DEWAN MBPP TELUK BAHANG, KAMPUNG NELAYAN, KAMPUNG BANGSAL RAWA, KAMPUNG TELUK AWAK",N.40 Telok Bahang,5.460129423,100.2060326,0,TRUE
POINT (100.2141700000001 5.457730000000026),"Pekan Teluk Bahang, Mukim 2 Teluk Bahang, Barat Daya, Pulau Pinang",Pekan Telok Bahang,"100.2141700000001, 5.457730000000026",100.21417,5.45773,Pulau Pinang,Barat Daya,P.053 Balik Pulau,N.40 Telok Bahang,hotspot,"DEWAN MBPP TELUK BAHANG, KAMPUNG NELAYAN, KAMPUNG BANGSAL RAWA, KAMPUNG TELUK AWAK",N.40 Telok Bahang,5.460129423,100.2060326,0.939,TRUE
POINT (100.207915647954 5.458318234782887),"Medan Nelayan, Kampung Nelayan, Mukim 1 Pantai Aceh, Barat Daya, 11050, Pulau Pinang",Medan Nelayan,"100.207915647954, 5.458318234782887",100.2079156,5.458318235,Pulau Pinang,Barat Daya,P.053 Balik Pulau,N.40 Telok Bahang,hotspot,"DEWAN MBPP TELUK BAHANG, KAMPUNG NELAYAN, KAMPUNG BANGSAL RAWA, KAMPUNG TELUK AWAK",N.40 Telok Bahang,5.460129423,100.2060326,0.29,TRUE
POINT (100.21389 5.382460000000037),"Kampung Sungai Rusa, Balik Pulau, Barat Daya, Pulau Pinang",Kg. Sg. Rusa,"100.21389, 5.382460000000037",100.21389,5.38246,Pulau Pinang,Barat Daya,P.053 Balik Pulau,N.40 Telok Bahang,hotspot,"SEKOLAH KEBANGSAAN SUNGAI PINANG, SUNGAI PINANG, PANTAI ACHEH",N.40 Telok Bahang,5.397355035,100.2226797,1.921,TRUE
POINT (100.2129200000001 5.385190000000023),"Kampung Sungai Pinang, Balik Pulau, Barat Daya, Pulau Pinang",Kg. Sg. Pinang,"100.2129200000001, 5.385190000000023",100.21292,5.38519,Pulau Pinang,Barat Daya,P.053 Balik Pulau,N.40 Telok Bahang,hotspot,"SEKOLAH KEBANGSAAN SUNGAI PINANG, SUNGAI PINANG, PANTAI ACHEH",N.40 Telok Bahang,5.397355035,100.2226797,1.731,TRUE
POINT (100.2105200000001 5.39826000000005),"Kampung Bukit Kecil, Balik Pulau, Barat Daya, Pulau Pinang",Kg. Bukit Kechil,"100.2105200000001, 5.39826000000005",100.21052,5.39826,Pulau Pinang,Barat Daya,P.053 Balik Pulau,N.40 Telok Bahang,hotspot,"SEKOLAH JENIS KEBANGSAAN (C) YU CHYE, KUALA SUNGAI PINANG",N.40 Telok Bahang,5.39506,100.20028,1.188,TRUE
POINT (100.2002800000001 5.395060000000058),"Kuala Sungai Pinang, Balik Pulau, Barat Daya, Pulau Pinang",Jalan Kuala Sungai Pinang (Perumahan Perda),"100.2002800000001, 5.395060000000058",100.20028,5.39506,Pulau Pinang,Barat Daya,P.053 Balik Pulau,N.40 Telok Bahang,hotspot,"SEKOLAH JENIS KEBANGSAAN (C) YU CHYE, KUALA SUNGAI PINANG",N.40 Telok Bahang,5.39506,100.20028,0,TRUE
POINT (103.2121900000001 4.270370000000071),Klinik Kesihatan Air Puteh,Kg. Belakang Klinik Kesihatan Air Putih,"103.2121900000001, 4.270370000000071",103.21219,4.27037,Terengganu,Kemaman,P.040 Kemaman,N.32 Air Putih,hotspot,"DEWAN JKKK SG KECHIL, 1. KG SUNGAI KECHIL DANKAWASAN SEKITARNYA.",N.20 Pengkalan Berangan,5.03732,103.29449,85.767,FALSE
POINT (100.21547 5.367060000000038),"Taman Manggis Indah, Balik Pulau, Barat Daya, Pulau Pinang",Taman Manggis,"100.21547, 5.367060000000038",100.21547,5.36706,Pulau Pinang,Barat Daya,P.053 Balik Pulau,N.40 Telok Bahang,hotspot,"SEKOLAH MENENGAH KEBANGSAAN TELUK BAHANG, TELUK BAHANG, TELUK AWAK",N.39 Pulau Betong,5.35226,100.23039,2.332,TRUE
POINT (100.2170899214932 5.371749718427746),"Jalan Sungai Air Putih, Bandar Baru Sungai Air Putih, Balik Pulau, Barat Daya, 11010, Pulau Pinang",Balai Bomba Sungai Air Putih,"100.2170899214932, 5.371749718427746",100.2170899,5.371749718,Pulau Pinang,Barat Daya,P.053 Balik Pulau,N.39 Pulau Betong,hotspot,"SEKOLAH MENENGAH KEBANGSAAN TELUK BAHANG, TELUK BAHANG, TELUK AWAK",N.39 Pulau Betong,5.35226,100.23039,2.62,TRUE
POINT (100.2280000000001 5.343510000000038),"Taman Seri Indah, Balik Pulau, Barat Daya, Pulau Pinang",Taman Seri Indah,"100.2280000000001, 5.343510000000038",100.228,5.34351,Pulau Pinang,Barat Daya,P.053 Balik Pulau,N.39 Pulau Betong,hotspot,"SEKOLAH MENENGAH KEBANGSAAN PONDOK UPEH, PONDOK UPEH",N.39 Pulau Betong,5.33953269,100.222818,0.724,TRUE
POINT (100.2304030473808 5.340667561339263),"Lintang Pondok Upih, Taman Seri Indah, Balik Pulau, Barat Daya, 11000, Pulau Pinang",Lintang Pondok Upeh,"100.2304030473808, 5.340667561339263",100.230403,5.340667561,Pulau Pinang,Barat Daya,P.053 Balik Pulau,N.39 Pulau Betong,hotspot,"SEKOLAH MENENGAH KEBANGSAAN PONDOK UPEH, PONDOK UPEH",N.39 Pulau Betong,5.33953269,100.222818,0.849,TRUE
POINT (100.2046700000001 5.33812000000006),"Kampung Sungai Burung, Balik Pulau, Barat Daya, Pulau Pinang",Kg. Sungai Burong,"100.2046700000001, 5.33812000000006",100.20467,5.33812,Pulau Pinang,Barat Daya,P.053 Balik Pulau,N.39 Pulau Betong,hotspot,"SEKOLAH KEBANGSAAN PULAU BETONG, PULAU BETONG, KAMPUNG PERLIS, KUALA PULAU BETONG",N.39 Pulau Betong,5.33421999,100.2158668,1.313,TRUE
POINT (100.7128300000001 3.970500000000072),Kampung Sungai Burong,Kg. Sg. Burong Darat,"100.7128300000001, 3.970500000000072",100.71283,3.9705,Perak,Bagan Datuk,P.075 Bagan Datuk,N.53 Rungkup,hotspot,"SEKOLAH KEBANGSAAN JAWI, KAMPUNG SETHUSUNGAI JAWI DAN KAWASAN SEKITARNYA",N.21 Sungai Acheh,5.133532886,100.4903295,131.654,FALSE
POINT (100.20849 5.346650000000068),"Sungai Burong, Balik Pulau, Barat Daya, Pulau Pinang",Sepanjang Sg. Burong,"100.20849, 5.346650000000068",100.20849,5.34665,Pulau Pinang,Barat Daya,P.053 Balik Pulau,N.40 Telok Bahang,hotspot,"SEKOLAH KEBANGSAAN PULAU BETONG, PULAU BETONG, KAMPUNG PERLIS, KUALA PULAU BETONG",N.39 Pulau Betong,5.33421999,100.2158668,1.605,TRUE
POINT (100.2870600000001 5.323900000000037),"Bandar Bayan Bahru, Bayan Lepas, Barat Daya, Pulau Pinang",Bandar Baru Perda,"100.2870600000001, 5.323900000000037",100.28706,5.3239,Pulau Pinang,Barat Daya,P.052 Bayan Baru,N.36 Pantai Jerejak,hotspot,"SEKOLAH MENENGAH KEBANGSAAN SUNGAI ARA, KAMPUNG BARU SUNGAI ARA",N.36 Pantai Jerejak,5.323346261,100.2829178,0.463,TRUE
POINT (100.2087700000001 5.458270000000027),"Kampung Nelayan, Mukim 1 Pantai Aceh, Barat Daya, Pulau Pinang",Kg. Nelayan,"100.2087700000001, 5.458270000000027",100.20877,5.45827,Pulau Pinang,Barat Daya,P.053 Balik Pulau,N.40 Telok Bahang,hotspot,"DEWAN MBPP TELUK BAHANG, KAMPUNG NELAYAN, KAMPUNG BANGSAL RAWA, KAMPUNG TELUK AWAK",N.40 Telok Bahang,5.460129423,100.2060326,0.367,TRUE
POINT (100.21977 5.334620000000029),"Kampung Paya, Balik Pulau, Barat Daya, Pulau Pinang",Kg. Paya,"100.21977, 5.334620000000029",100.21977,5.33462,Pulau Pinang,Barat Daya,P.053 Balik Pulau,N.39 Pulau Betong,hotspot,"SEKOLAH KEBANGSAAN PULAU BETONG, PULAU BETONG, KAMPUNG PERLIS, KUALA PULAU BETONG",N.39 Pulau Betong,5.33421999,100.2158668,0.434,TRUE
POINT (100.2227700000001 5.293800000000033),"Kampung Sulup, Bayan Lepas, Barat Daya, Pulau Pinang",Kg. Suluk,"100.2227700000001, 5.293800000000033",100.22277,5.2938,Pulau Pinang,Barat Daya,P.053 Balik Pulau,N.38 Bayan Lepas,hotspot,"PUSAT LATIHAN SUKAN AIR TELUK KUMBAR, KAMPUNG NELAYANKAMPUNG PAYAKAMPUNG MASJIDBUKIT GEMURUHKAMPUNG SULUP",N.38 Bayan Lepas,5.287971707,100.232028,1.213,TRUE
POINT (100.2299933230001 5.356784095000023),"Barat Daya, Pulau Pinang",Kg. 14,"100.2299933230001, 5.356784095000023",100.2299933,5.356784095,Pulau Pinang,Barat Daya,P.053 Balik Pulau,N.39 Pulau Betong,hotspot,"SEKOLAH MENENGAH KEBANGSAAN TELUK BAHANG, TELUK BAHANG, TELUK AWAK",N.39 Pulau Betong,5.35226,100.23039,0.505,TRUE
POINT (100.2301300000001 5.300460000000044),"Kampung Matahari Naik, Bayan Lepas, Barat Daya, Pulau Pinang",Kg. Matahari Naik,"100.2301300000001, 5.300460000000044",100.23013,5.30046,Pulau Pinang,Barat Daya,P.053 Balik Pulau,N.38 Bayan Lepas,hotspot,"SEKOLAH MENENGAH KEBANGSAAN TELUK KUMBAR, KAMPUNG GERTAK SANGGULSUNGAI BATU",N.38 Bayan Lepas,5.29445502,100.2369551,1.008,TRUE
POINT (100.2223200000001 5.29173000000003),"Kampung Masjid, Bayan Lepas, Barat Daya, Pulau Pinang",Kg. Masjid,"100.2223200000001, 5.29173000000003",100.22232,5.29173,Pulau Pinang,Barat Daya,P.053 Balik Pulau,N.38 Bayan Lepas,hotspot,"PUSAT LATIHAN SUKAN AIR TELUK KUMBAR, KAMPUNG NELAYANKAMPUNG PAYAKAMPUNG MASJIDBUKIT GEMURUHKAMPUNG SULUP",N.38 Bayan Lepas,5.287971707,100.232028,1.153,TRUE
POINT (100.2876000000001 5.325550000000021),Sunshine Square,Jalan Mayang Pasir (Sunshine Bayan Baru) ,"100.2876000000001, 5.325550000000021",100.2876,5.32555,Pulau Pinang,Barat Daya,P.052 Bayan Baru,N.36 Pantai Jerejak,hotspot,"SEKOLAH MENENGAH KEBANGSAAN SUNGAI ARA, KAMPUNG BARU SUNGAI ARA",N.36 Pantai Jerejak,5.323346261,100.2829178,0.573,TRUE
POINT (100.2908 5.329700000000059),Masjid,Masjid Bayan Baru,"100.2908, 5.329700000000059",100.2908,5.3297,Pulau Pinang,Barat Daya,P.052 Bayan Baru,N.36 Pantai Jerejak,hotspot,"SEKOLAH KEBANGSAAN SUNGAI NIBONG, SUNGAI NIBONG BESAR, SUNGAI NIBONG PANTAI",N.36 Pantai Jerejak,5.332312536,100.2953982,0.586,TRUE
POINT (100.28592 5.323290000000043),Masjid Ibnu Umar al-Khatab,Hotel Alora Jalan Mayang Pasir 2 (Hotel Seri Malaysia & Masjid Umar Al-Khatab),"100.28592, 5.323290000000043",100.28592,5.32329,Pulau Pinang,Barat Daya,P.052 Bayan Baru,N.36 Pantai Jerejak,hotspot,"SEKOLAH MENENGAH KEBANGSAAN SUNGAI ARA, KAMPUNG BARU SUNGAI ARA",N.36 Pantai Jerejak,5.323346261,100.2829178,0.332,TRUE
POINT (100.2876044392223 5.332733193147567),"Jalan Tun Dr. Awang, Taman Mahsuri, Bayan Lepas, Barat Daya, 11900, Pulau Pinang",Jalan Tun Dr.Awang,"100.2876044392223, 5.332733193147567",100.2876044,5.332733193,Pulau Pinang,Timur Laut,P.052 Bayan Baru,N.35 Batu Uban,hotspot,"SEKOLAH KEBANGSAAN SUNGAI NIBONG, SUNGAI NIBONG BESAR, SUNGAI NIBONG PANTAI",N.36 Pantai Jerejak,5.332312536,100.2953982,0.864,TRUE
POINT (100.2785751251553 5.327882556107769),"Jalan Mahsuri, Bandar Bayan Bahru, Bayan Lepas, Barat Daya, 11950, Pulau Pinang",Jalan Mahsuri ,"100.2785751251553, 5.327882556107769",100.2785751,5.327882556,Pulau Pinang,Barat Daya,P.052 Bayan Baru,N.36 Pantai Jerejak,hotspot,"SEKOLAH MENENGAH KEBANGSAAN SUNGAI ARA, KAMPUNG BARU SUNGAI ARA",N.36 Pantai Jerejak,5.323346261,100.2829178,0.697,TRUE
POINT (100.2845372299841 5.330170906571357),"Persiaran Mahsuri, Taman Melati Jaya, Bayan Lepas, Barat Daya, 11950, Pulau Pinang",Persiaran Mahsuri,"100.2845372299841, 5.330170906571357",100.2845372,5.330170907,Pulau Pinang,Barat Daya,P.052 Bayan Baru,N.36 Pantai Jerejak,hotspot,"SEKOLAH MENENGAH KEBANGSAAN SUNGAI ARA, KAMPUNG BARU SUNGAI ARA",N.36 Pantai Jerejak,5.323346261,100.2829178,0.78,TRUE
POINT (100.2867309655646 5.31913587027339),"Jalan Tengah, Kampung Gedung, Bayan Lepas, Barat Daya, 11950, Pulau Pinang",Jalan Tengah,"100.2867309655646, 5.31913587027339",100.286731,5.31913587,Pulau Pinang,Barat Daya,P.052 Bayan Baru,N.36 Pantai Jerejak,hotspot,"SEKOLAH MENENGAH KEBANGSAAN SUNGAI ARA, KAMPUNG BARU SUNGAI ARA",N.36 Pantai Jerejak,5.323346261,100.2829178,0.63,TRUE
POINT (100.2761605038625 5.333119141627452),"Jalan Paya Terubung, Taman Sungai Ara, Bayan Lepas, Barat Daya, 11900, Pulau Pinang",Jalan Paya Terubong,"100.2761605038625, 5.333119141627452",100.2761605,5.333119142,Pulau Pinang,Barat Daya,P.051 Bukit Gelugor,N.34 Paya Terubong,hotspot,"SEKOLAH MENENGAH KEBANGSAAN SUNGAI ARA, KAMPUNG BARU SUNGAI ARA",N.36 Pantai Jerejak,5.323346261,100.2829178,1.319,TRUE
POINT (100.2761605038625 5.333119141627452),"Jalan Paya Terubung, Taman Sungai Ara, Bayan Lepas, Barat Daya, 11900, Pulau Pinang",Persiaran Paya Terubong,"100.2761605038625, 5.333119141627452",100.2761605,5.333119142,Pulau Pinang,Barat Daya,P.051 Bukit Gelugor,N.34 Paya Terubong,hotspot,"SEKOLAH MENENGAH KEBANGSAAN SUNGAI ARA, KAMPUNG BARU SUNGAI ARA",N.36 Pantai Jerejak,5.323346261,100.2829178,1.319,TRUE
POINT (100.2740800000001 5.329110000000071),Petronas,Jalan Dato’ Ismail Hashim (Petronas/Golden Triangle/Persiaran Relau),"100.2740800000001, 5.329110000000071",100.27408,5.32911,Pulau Pinang,Barat Daya,P.053 Balik Pulau,N.37 Batu Maung,hotspot,"SEKOLAH MENENGAH KEBANGSAAN SUNGAI ARA, KAMPUNG BARU SUNGAI ARA",N.36 Pantai Jerejak,5.323346261,100.2829178,1.17,FALSE
POINT (100.2705900000001 5.319340000000068),SMK Sungai Ara,Depan SMK Sg. Ara,"100.2705900000001, 5.319340000000068",100.27059,5.31934,Pulau Pinang,Barat Daya,P.052 Bayan Baru,N.37 Batu Maung,hotspot,"SEKOLAH MENENGAH KEBANGSAAN SUNGAI ARA, KAMPUNG BARU SUNGAI ARA",N.36 Pantai Jerejak,5.323346261,100.2829178,1.436,FALSE
POINT (100.27509 5.319190000000049),"Kampung Baru Sungai Ara, Bayan Lepas, Barat Daya, Pulau Pinang",Kampung Baru Sungai Ara,"100.27509, 5.319190000000049",100.27509,5.31919,Pulau Pinang,Barat Daya,P.052 Bayan Baru,N.37 Batu Maung,hotspot,"SEKOLAH MENENGAH KEBANGSAAN SUNGAI ARA, KAMPUNG BARU SUNGAI ARA",N.36 Pantai Jerejak,5.323346261,100.2829178,0.982,FALSE
POINT (100.2927844051157 5.333172117660469),"Jalan Kampung Relau, Medan Kampung Relau, Bayan Lepas, Barat Daya, 11900, Pulau Pinang",Jalan Kampung Relau (Hotel Alora) ,"100.2927844051157, 5.333172117660469",100.2927844,5.333172118,Pulau Pinang,Barat Daya,P.052 Bayan Baru,N.35 Batu Uban,hotspot,"SEKOLAH KEBANGSAAN SUNGAI NIBONG, SUNGAI NIBONG BESAR, SUNGAI NIBONG PANTAI",N.36 Pantai Jerejak,5.332312536,100.2953982,0.305,TRUE
POINT (100.2941000000001 5.328920000000039),"Kampung Jawa, Bayan Lepas, Barat Daya, Pulau Pinang",Kampung Jawa ,"100.2941000000001, 5.328920000000039",100.2941,5.32892,Pulau Pinang,Barat Daya,P.052 Bayan Baru,N.36 Pantai Jerejak,hotspot,"SEKOLAH KEBANGSAAN SUNGAI NIBONG, SUNGAI NIBONG BESAR, SUNGAI NIBONG PANTAI",N.36 Pantai Jerejak,5.332312536,100.2953982,0.404,TRUE
POINT (100.2998700000001 5.330570000000023),"Bayan Lepas, Barat Daya, Pulau Pinang",Pekan Bayan Lepas,"100.2998700000001, 5.330570000000023",100.29987,5.33057,Pulau Pinang,Barat Daya,P.052 Bayan Baru,N.36 Pantai Jerejak,hotspot,"SEKOLAH KEBANGSAAN SUNGAI NIBONG, SUNGAI NIBONG BESAR, SUNGAI NIBONG PANTAI",N.36 Pantai Jerejak,5.332312536,100.2953982,0.532,TRUE
POINT (100.2609600000001 5.294610000000034),"Kampung Baruh, Bayan Lepas, Barat Daya, Pulau Pinang",Kg. Baroh,"100.2609600000001, 5.294610000000034",100.26096,5.29461,Pulau Pinang,Barat Daya,P.053 Balik Pulau,N.38 Bayan Lepas,hotspot,"SEKOLAH MENENGAH KEBANGSAAN BATU MAUNG, TELUK TEMPOYAK, BATU MAUNG",N.38 Bayan Lepas,5.287365662,100.258268,0.859,TRUE
POINT (100.2586200000001 5.29093000000006),"Kampung Padang, Bayan Lepas, Barat Daya, Pulau Pinang",Kg. Padang,"100.2586200000001, 5.29093000000006",100.25862,5.29093,Pulau Pinang,Barat Daya,P.053 Balik Pulau,N.38 Bayan Lepas,hotspot,"SEKOLAH MENENGAH KEBANGSAAN BATU MAUNG, TELUK TEMPOYAK, BATU MAUNG",N.38 Bayan Lepas,5.287365662,100.258268,0.398,TRUE
POINT (100.2564400000001 5.294310000000053),"Kampung Bukit, Bayan Lepas, Barat Daya, Pulau Pinang",Kg. Bukit,"100.2564400000001, 5.294310000000053",100.25644,5.29431,Pulau Pinang,Barat Daya,P.053 Balik Pulau,N.38 Bayan Lepas,hotspot,"SEKOLAH MENENGAH KEBANGSAAN BATU MAUNG, TELUK TEMPOYAK, BATU MAUNG",N.38 Bayan Lepas,5.287365662,100.258268,0.798,TRUE
POINT (100.2583500000001 5.290800000000047),"Kampung Seronok, Bayan Lepas, Barat Daya, Pulau Pinang",Kg. Seronok,"100.2583500000001, 5.290800000000047",100.25835,5.2908,Pulau Pinang,Barat Daya,P.053 Balik Pulau,N.38 Bayan Lepas,hotspot,"SEKOLAH MENENGAH KEBANGSAAN BATU MAUNG, TELUK TEMPOYAK, BATU MAUNG",N.38 Bayan Lepas,5.287365662,100.258268,0.382,TRUE
POINT (100.2638469905318 5.297937813031056),"Jalan Mahkamah, Kampung Perlis, Bayan Lepas, Barat Daya, 11900, Pulau Pinang",Jalan Mahkamah,"100.2638469905318, 5.297937813031056",100.263847,5.297937813,Pulau Pinang,Barat Daya,P.053 Balik Pulau,N.38 Bayan Lepas,hotspot,"SEKOLAH MENENGAH KEBANGSAAN BATU MAUNG, TELUK TEMPOYAK, BATU MAUNG",N.38 Bayan Lepas,5.287365662,100.258268,1.328,TRUE
POINT (100.2592000000001 5.296020000000055),Masjid,Jalan Dato' Ismail Hashim (Masjid Bayan Lepas),"100.2592000000001, 5.296020000000055",100.2592,5.29602,Pulau Pinang,Barat Daya,P.053 Balik Pulau,N.38 Bayan Lepas,hotspot,"SEKOLAH MENENGAH KEBANGSAAN BATU MAUNG, TELUK TEMPOYAK, BATU MAUNG",N.38 Bayan Lepas,5.287365662,100.258268,0.968,TRUE
POINT (100.25667 5.287070000000028),Masjid,Masjid Bayan Lepas Kampung Binjai,"100.25667, 5.287070000000028",100.25667,5.28707,Pulau Pinang,Barat Daya,P.053 Balik Pulau,N.38 Bayan Lepas,hotspot,"SEKOLAH MENENGAH KEBANGSAAN BATU MAUNG, TELUK TEMPOYAK, BATU MAUNG",N.38 Bayan Lepas,5.287365662,100.258268,0.18,TRUE
POINT (100.2596389227528 5.292772327633283),"Jalan Kolam Ikan, Desa Kolam Ikan, Bayan Lepas, Barat Daya, 11900, Pulau Pinang",Jalan Kolam Ikan,"100.2596389227528, 5.292772327633283",100.2596389,5.292772328,Pulau Pinang,Barat Daya,P.053 Balik Pulau,N.38 Bayan Lepas,hotspot,"SEKOLAH MENENGAH KEBANGSAAN BATU MAUNG, TELUK TEMPOYAK, BATU MAUNG",N.38 Bayan Lepas,5.287365662,100.258268,0.62,TRUE
POINT (100.26579 5.29329000000007),Balai Polis Lapangan Terbang Bayan Lepas,Lapangan Terbang Bayan Lepas (LTABL),"100.26579, 5.29329000000007",100.26579,5.29329,Pulau Pinang,Barat Daya,P.052 Bayan Baru,N.37 Batu Maung,hotspot,"SEKOLAH MENENGAH KEBANGSAAN BATU MAUNG, TELUK TEMPOYAK, BATU MAUNG",N.38 Bayan Lepas,5.287365662,100.258268,1.062,FALSE
POINT (100.2618878680522 5.298732171684272),"Jalan Dato Ismail Hashim, Kampung Bukit, Bayan Lepas, Barat Daya, 11920, Pulau Pinang",Jalan Dato' Ismail Hashim (Depan SMK Mutiara Perdana),"100.2618878680522, 5.298732171684272",100.2618879,5.298732172,Pulau Pinang,Barat Daya,P.053 Balik Pulau,N.38 Bayan Lepas,hotspot,"SEKOLAH MENENGAH KEBANGSAAN BATU MAUNG, TELUK TEMPOYAK, BATU MAUNG",N.38 Bayan Lepas,5.287365662,100.258268,1.326,TRUE
