geometry,address,lokasi,coords,m_lon,m_lat,state,district,parlimen,dun_x,label,Lokasi,dun_y,h_lat,h_lon,distance,status
POINT (100.3838420646629 5.445321518366973),"Jalan Meranti, Taman Meranti Indah, Butterworth, Seberang Perai Utara, 13000, Pulau Pinang",Taman Meranti,"100.3838420646629, 5.445321518366973",100.3838421,5.445321518,Pulau Pinang,Seberang Perai Utara,P.042 Tasek Gelugor,N.06 Telok Ayer Tawar,hotspot,"DEWAN HAJI ZABIDI, KAMPUNG PERTAMA (DUN SEBERANG JAYA), KAMPUNG PERTAMA / PERMATANG JANGGUS",N.10 Seberang Jaya,5.39711,100.39938,5.63,FALSE
POINT (100.37886 5.550430000000063),"Kampung Permatang Tok Labu, Penaga, Seberang Perai Utara, Pulau Pinang",Kg. Pmtg Tok Labu,"100.37886, 5.550430000000063",100.37886,5.55043,Pulau Pinang,Seberang Perai Utara,P.041 Kepala Batas,N.01 Penaga,hotspot,"DEWAN BANJIR RANTAU PANJANG, RANTAU PANJANGKAMPUNG GURUN",N.01 Penaga,5.57087,100.39898,3.182,TRUE
POINT (100.3675700000001 5.547220000000038),"Kampung Sungai Tembus, Penaga, Seberang Perai Utara, Pulau Pinang",Muara Sg. Tembus (Kampung 20),"100.3675700000001, 5.547220000000038",100.36757,5.54722,Pulau Pinang,Seberang Perai Utara,P.041 Kepala Batas,N.01 Penaga,hotspot,"DEWAN BANJIR RANTAU PANJANG, RANTAU PANJANGKAMPUNG GURUN",N.01 Penaga,5.57087,100.39898,4.359,TRUE
POINT (100.3804500000001 5.391980000000046),"Kampung Manis, Perai, Seberang Perai Tengah, Pulau Pinang",Kampung Manis,"100.3804500000001, 5.391980000000046",100.38045,5.39198,Pulau Pinang,Seberang Perai Tengah,P.046 Batu Kawan,N.16 Perai,hotspot,"SEK. KEB. JALAN BARU (DUN PERAI), JALAN BARU, PERAI",N.16 Perai,5.3852,100.38326,0.816,TRUE
POINT (100.4559600000001 5.448370000000068),"Kampung Labuh Banting, Tasek Gelugor, Seberang Perai Utara, Pulau Pinang",Kampung Labuh Banting,"100.4559600000001, 5.448370000000068",100.45596,5.44837,Pulau Pinang,Seberang Perai Utara,P.042 Tasek Gelugor,N.04 Permatang Berangan,hotspot,"DEWAN BANJIR LABUH BANTING, LABUH BANTING DAN KAMPUNG BARU GUAR PETAI",N.04 Permatang Berangan,5.446134704,100.4561267,0.249,TRUE
POINT (100.4349700000001 5.428540000000055),"Kampung Kota, Permatang Pauh, Seberang Perai Tengah, Pulau Pinang",Kampung Kota,"100.4349700000001, 5.428540000000055",100.43497,5.42854,Pulau Pinang,Seberang Perai Tengah,P.044 Permatang Pauh,N.11 Permatang Pasir,hotspot,"DEWAN ORANG RAMAI TANJUNG PUTUS (DUN PERMATANG PASIR), TANJUNG PUTUS",N.11 Permatang Pasir,5.41628,100.43864,1.422,TRUE
POINT (100.4590603520001 5.364177399000027),"Seberang Perai Tengah, Pulau Pinang",Kampung Kubu,"100.4590603520001, 5.364177399000027",100.4590604,5.364177399,Pulau Pinang,Seberang Perai Tengah,P.045 Bukit Mertajam,N.15 Padang Lalang,hotspot,"SEK. MEN. KEB. JIT SIN (DUN PADANG LALANG), TAMAN RAMBAI / TAMAN DESA DAMAI",N.10 Seberang Jaya,5.36858,100.44271,1.875,FALSE
POINT (100.45471 5.43285000000003),"Kampung Guar Jering, Kubang Semang, Seberang Perai Tengah, Pulau Pinang",Kampung Guar Jering,"100.45471, 5.43285000000003",100.45471,5.43285,Pulau Pinang,Seberang Perai Tengah,P.044 Permatang Pauh,N.12 Penanti,hotspot,"DEWAN BANJIR LABUH BANTING, LABUH BANTING DAN KAMPUNG BARU GUAR PETAI",N.04 Permatang Berangan,5.446134704,100.4561267,1.485,TRUE
POINT (100.4884922849939 5.350518970981003),"Jalan Kampung Teluk, Kampung Telok Bukit, Bukit Mertajam, Seberang Perai Tengah, 14000, Pulau Pinang",Kampung Terus,"100.4884922849939, 5.350518970981003",100.4884923,5.350518971,Pulau Pinang,Seberang Perai Tengah,P.045 Bukit Mertajam,N.14 Machang Bubuk,hotspot,"SURAU PERMATANG TOK SUBUH (DUN MACHANG BUBUK), KAMPUNG PERMATANG TOK SUBUH",N.14 Machang Bubuk,5.33492,100.5079,2.761,TRUE
POINT (100.4707782943799 5.430780530481565),"Jalan Bukit Berangan, Kampung Guar Perahu, Kubang Semang, Seberang Perai Tengah, 14400, Pulau Pinang",Kg. Bukit Berangan,"100.4707782943799, 5.430780530481565",100.4707783,5.43078053,Pulau Pinang,Seberang Perai Tengah,P.044 Permatang Pauh,N.12 Penanti,hotspot,"DEWAN BANJIR LABUH BANTING, LABUH BANTING DAN KAMPUNG BARU GUAR PETAI",N.04 Permatang Berangan,5.446134704,100.4561267,2.355,TRUE
POINT (100.38444 5.385290000000055),"Taman Senangin, Perai, Seberang Perai Tengah, Pulau Pinang",Taman Senangin,"100.38444, 5.385290000000055",100.38444,5.38529,Pulau Pinang,Seberang Perai Tengah,P.046 Batu Kawan,N.16 Perai,hotspot,"SEK. KEB. JALAN BARU (DUN PERAI), JALAN BARU, PERAI",N.16 Perai,5.3852,100.38326,0.131,TRUE
POINT (100.38401 5.390630000000044),"Taman Inderawasih, Perai, Seberang Perai Tengah, Pulau Pinang",Taman Inderawasih,"100.38401, 5.390630000000044",100.38401,5.39063,Pulau Pinang,Seberang Perai Tengah,P.046 Batu Kawan,N.16 Perai,hotspot,"SEK. KEB. JALAN BARU (DUN PERAI), JALAN BARU, PERAI",N.16 Perai,5.3852,100.38326,0.609,TRUE
POINT (100.38964 5.394200000000069),"Taman Kimsar, Perai, Seberang Perai Tengah, Pulau Pinang",Taman Kimsar,"100.38964, 5.394200000000069",100.38964,5.3942,Pulau Pinang,Seberang Perai Tengah,P.046 Batu Kawan,N.16 Perai,hotspot,"DEWAN HAJI ZABIDI, KAMPUNG PERTAMA (DUN SEBERANG JAYA), KAMPUNG PERTAMA / PERMATANG JANGGUS",N.10 Seberang Jaya,5.39711,100.39938,1.126,TRUE
POINT (100.3923697004522 5.404689943955987),"Jalan Jelawat, Kwsn Perindustrian Seberang Perai, Seberang Jaya, Seberang Perai Tengah, 13700, Pulau Pinang",BORR (Jalan Jelawat),"100.3923697004522, 5.404689943955987",100.3923697,5.404689944,Pulau Pinang,Seberang Perai Tengah,P.044 Permatang Pauh,N.10 Seberang Jaya,hotspot,"DEWAN HAJI ZABIDI, KAMPUNG PERTAMA (DUN SEBERANG JAYA), KAMPUNG PERTAMA / PERMATANG JANGGUS",N.10 Seberang Jaya,5.39711,100.39938,1.146,TRUE
POINT (100.4004361383955 5.401963811062677),"Lengkok Semilang, Desa Sembilang, Seberang Jaya, Seberang Perai Tengah, 13700, Pulau Pinang",Taman Semilang,"100.4004361383955, 5.401963811062677",100.4004361,5.401963811,Pulau Pinang,Seberang Perai Tengah,P.044 Permatang Pauh,N.10 Seberang Jaya,hotspot,"DEWAN HAJI ZABIDI, KAMPUNG PERTAMA (DUN SEBERANG JAYA), KAMPUNG PERTAMA / PERMATANG JANGGUS",N.10 Seberang Jaya,5.39711,100.39938,0.552,TRUE
POINT (100.4190650630831 5.38374504557985),"Jalan Permatang Pauh, Permatang Pauh, Seberang Perai Tengah, 13500, Pulau Pinang",Jalan Permatang Pauh (PLUS Highway),"100.4190650630831, 5.38374504557985",100.4190651,5.383745046,Pulau Pinang,Seberang Perai Tengah,P.044 Permatang Pauh,N.10 Seberang Jaya,hotspot,"DEWAN HAJI ZABIDI, KAMPUNG PERTAMA (DUN SEBERANG JAYA), KAMPUNG PERTAMA / PERMATANG JANGGUS",N.10 Seberang Jaya,5.39711,100.39938,2.638,TRUE
POINT (100.39507 5.378600000000063),"Taman Supreme, Perai, Seberang Perai Tengah, Pulau Pinang",Taman Supreme,"100.39507, 5.378600000000063",100.39507,5.3786,Pulau Pinang,Seberang Perai Tengah,P.046 Batu Kawan,N.16 Perai,hotspot,"SEK. KEB. JALAN BARU (DUN PERAI), JALAN BARU, PERAI",N.16 Perai,5.3852,100.38326,1.499,TRUE
POINT (100.3850200000001 5.384960000000035),"Taman Kepar, Perai, Seberang Perai Tengah, Pulau Pinang",Taman Kepar,"100.3850200000001, 5.384960000000035",100.38502,5.38496,Pulau Pinang,Seberang Perai Tengah,P.046 Batu Kawan,N.16 Perai,hotspot,"SEK. KEB. JALAN BARU (DUN PERAI), JALAN BARU, PERAI",N.16 Perai,5.3852,100.38326,0.197,TRUE
POINT (100.4916900000001 5.41560000000004),"Kampung Mengkuang Titi, Kubang Semang, Seberang Perai Tengah, Pulau Pinang",Kampung Mengkuang Titi,"100.4916900000001, 5.41560000000004",100.49169,5.4156,Pulau Pinang,Seberang Perai Tengah,P.044 Permatang Pauh,N.12 Penanti,hotspot,"SEK. REN. SRI IMPIAN GUAR PERAHU (DUN PENANTI), KAMPUNG MENGKUAN MAK SULONG / GUAR PERAHU",N.12 Penanti,5.40658,100.47596,2.01,TRUE
POINT (100.4851400000001 5.426850000000059),"Kampung Kuala Mengkuang, Kubang Semang, Seberang Perai Tengah, Pulau Pinang",Kampung Kuala Mengkuang,"100.4851400000001, 5.426850000000059",100.48514,5.42685,Pulau Pinang,Seberang Perai Tengah,P.044 Permatang Pauh,N.12 Penanti,hotspot,"SEK. REN. SRI IMPIAN GUAR PERAHU (DUN PENANTI), KAMPUNG MENGKUAN MAK SULONG / GUAR PERAHU",N.12 Penanti,5.40658,100.47596,2.472,TRUE
POINT (100.4959500000001 5.400420000000054),"Kampung Mengkuang, Bukit Mertajam, Seberang Perai Tengah, Pulau Pinang",Kampung Mengkuang Semarak,"100.4959500000001, 5.400420000000054",100.49595,5.40042,Pulau Pinang,Seberang Perai Tengah,P.044 Permatang Pauh,N.12 Penanti,hotspot,"SEK. REN. SRI IMPIAN GUAR PERAHU (DUN PENANTI), KAMPUNG MENGKUAN MAK SULONG / GUAR PERAHU",N.12 Penanti,5.40658,100.47596,2.316,TRUE
POINT (100.4959500000001 5.400420000000054),"Kampung Mengkuang, Bukit Mertajam, Seberang Perai Tengah, Pulau Pinang",Kampung Mengkuang,"100.4959500000001, 5.400420000000054",100.49595,5.40042,Pulau Pinang,Seberang Perai Tengah,P.044 Permatang Pauh,N.12 Penanti,hotspot,"SEK. REN. SRI IMPIAN GUAR PERAHU (DUN PENANTI), KAMPUNG MENGKUAN MAK SULONG / GUAR PERAHU",N.12 Penanti,5.40658,100.47596,2.316,TRUE
POINT (100.41853 5.389330000000029),"Kampung Pertama, Permatang Pauh, Seberang Perai Tengah, Pulau Pinang",Kampung Pertama,"100.41853, 5.389330000000029",100.41853,5.38933,Pulau Pinang,Seberang Perai Tengah,P.044 Permatang Pauh,N.10 Seberang Jaya,hotspot,"DEWAN HAJI ZABIDI, KAMPUNG PERTAMA (DUN SEBERANG JAYA), KAMPUNG PERTAMA / PERMATANG JANGGUS",N.10 Seberang Jaya,5.39711,100.39938,2.29,TRUE
POINT (100.4644700000001 5.395240000000058),"Kampung Kubang Semang, Bukit Mertajam, Seberang Perai Tengah, Pulau Pinang",Kampung Kubang Semang,"100.4644700000001, 5.395240000000058",100.46447,5.39524,Pulau Pinang,Seberang Perai Tengah,P.044 Permatang Pauh,N.12 Penanti,hotspot,"SEK. REN. SRI IMPIAN GUAR PERAHU (DUN PENANTI), KAMPUNG MENGKUAN MAK SULONG / GUAR PERAHU",N.12 Penanti,5.40658,100.47596,1.791,TRUE
POINT (100.39367 5.387020000000064),"Taman Chai Leng, Perai, Seberang Perai Tengah, Pulau Pinang",Taman Chai Leng,"100.39367, 5.387020000000064",100.39367,5.38702,Pulau Pinang,Seberang Perai Tengah,P.046 Batu Kawan,N.16 Perai,hotspot,"SEK. KEB. JALAN BARU (DUN PERAI), JALAN BARU, PERAI",N.16 Perai,5.3852,100.38326,1.17,TRUE
POINT (100.4603622744625 5.405201915439117),"Jalan Bukit Indera Muda, Kampung Petani, Kubang Semang, Seberang Perai Tengah, 14400, Pulau Pinang",Kampung Bukit Indera Muda,"100.4603622744625, 5.405201915439117",100.4603623,5.405201915,Pulau Pinang,Seberang Perai Tengah,P.044 Permatang Pauh,N.11 Permatang Pasir,hotspot,"SEK. REN. SRI IMPIAN GUAR PERAHU (DUN PENANTI), KAMPUNG MENGKUAN MAK SULONG / GUAR PERAHU",N.12 Penanti,5.40658,100.47596,1.733,TRUE
POINT (100.46828 5.388060000000053),"Kampung Tok Elong, Bukit Mertajam, Seberang Perai Tengah, Pulau Pinang",Kampung Tok Elong,"100.46828, 5.388060000000053",100.46828,5.38806,Pulau Pinang,Seberang Perai Tengah,P.044 Permatang Pauh,N.12 Penanti,hotspot,"DEWAN SERBAGUNA PASAR AWAM KAMPUNG BARU, BERAPIT (DUN BERAPIT), KAMPUNG BARU / TAMAN BEE / TAMAN PERPADUAN",N.13 Berapit,5.37857,100.47432,1.249,TRUE
POINT (100.40171 5.383870000000059),"Taman Siakap, Seberang Jaya, Seberang Perai Tengah, Pulau Pinang",Taman Siakap,"100.40171, 5.383870000000059",100.40171,5.38387,Pulau Pinang,Seberang Perai Tengah,P.044 Permatang Pauh,N.10 Seberang Jaya,hotspot,"DEWAN HAJI ZABIDI, KAMPUNG PERTAMA (DUN SEBERANG JAYA), KAMPUNG PERTAMA / PERMATANG JANGGUS",N.10 Seberang Jaya,5.39711,100.39938,1.495,TRUE
POINT (100.4113 5.340100000000064),"Kampung Kuala Juru, Bukit Mertajam, Seberang Perai Tengah, Pulau Pinang",Kg. Kuala Juru,"100.4113, 5.340100000000064",100.4113,5.3401,Pulau Pinang,Seberang Perai Tengah,P.046 Batu Kawan,N.17 Bukit Tengah,hotspot,"DEWAN SENTOL JAYA (DUN BUKIT TENGAH), TAMAN SENTOL JAYA",N.17 Bukit Tengah,5.34605,100.43917,3.156,TRUE
POINT (100.4487100000001 5.364720000000034),"Taman Makok, Bukit Mertajam, Seberang Perai Tengah, Pulau Pinang",Taman Makok,"100.4487100000001, 5.364720000000034",100.44871,5.36472,Pulau Pinang,Seberang Perai Tengah,P.045 Bukit Mertajam,N.15 Padang Lalang,hotspot,"SEK. MEN. KEB. JIT SIN (DUN PADANG LALANG), TAMAN RAMBAI / TAMAN DESA DAMAI",N.10 Seberang Jaya,5.36858,100.44271,0.791,FALSE
POINT (100.4365273267883 5.364604426093162),"Jalan Padang Lalang, Bukit Mertajam, Seberang Perai Tengah, 14000, Pulau Pinang",Kg. Padang Lalang,"100.4365273267883, 5.364604426093162",100.4365273,5.364604426,Pulau Pinang,Seberang Perai Tengah,P.046 Batu Kawan,N.17 Bukit Tengah,hotspot,"SEK. MEN. KEB. JIT SIN (DUN PADANG LALANG), TAMAN RAMBAI / TAMAN DESA DAMAI",N.10 Seberang Jaya,5.36858,100.44271,0.815,TRUE
POINT (100.446515453782 5.352851438592352),"Jalan Tembikai, Taman Mutiara, Bukit Mertajam, Seberang Perai Tengah, 14000, Pulau Pinang",Taman Jalan Tembikai (Taman Mutiara),"100.446515453782, 5.352851438592352",100.4465155,5.352851439,Pulau Pinang,Seberang Perai Tengah,P.045 Bukit Mertajam,N.15 Padang Lalang,hotspot,"DEWAN SENTOL JAYA (DUN BUKIT TENGAH), TAMAN SENTOL JAYA",N.17 Bukit Tengah,5.34605,100.43917,1.111,FALSE
POINT (100.44924 5.360830000000021),"Taman Sungai Rambai, Bukit Mertajam, Seberang Perai Tengah, Pulau Pinang",Taman Sungai Rambai,"100.44924, 5.360830000000021",100.44924,5.36083,Pulau Pinang,Seberang Perai Tengah,P.045 Bukit Mertajam,N.15 Padang Lalang,hotspot,"SEK. MEN. KEB. JIT SIN (DUN PADANG LALANG), TAMAN RAMBAI / TAMAN DESA DAMAI",N.10 Seberang Jaya,5.36858,100.44271,1.125,FALSE
POINT (100.4463400000001 5.350450000000023),"Taman Sri Rambai, Bukit Mertajam, Seberang Perai Tengah, Pulau Pinang",Taman Sri Rambai,"100.4463400000001, 5.350450000000023",100.44634,5.35045,Pulau Pinang,Seberang Perai Tengah,P.045 Bukit Mertajam,N.15 Padang Lalang,hotspot,"DEWAN SENTOL JAYA (DUN BUKIT TENGAH), TAMAN SENTOL JAYA",N.17 Bukit Tengah,5.34605,100.43917,0.932,FALSE
POINT (100.5110700000001 5.334040000000073),"Taman Jambu, Bukit Mertajam, Seberang Perai Tengah, Pulau Pinang",Taman Jambu,"100.5110700000001, 5.334040000000073",100.51107,5.33404,Pulau Pinang,Seberang Perai Tengah,P.045 Bukit Mertajam,N.14 Machang Bubuk,hotspot,"SURAU PERMATANG TOK SUBUH (DUN MACHANG BUBUK), KAMPUNG PERMATANG TOK SUBUH",N.14 Machang Bubuk,5.33492,100.5079,0.364,TRUE
POINT (100.4392700000001 5.348860000000059),"Taman Belimbing, Bukit Mertajam, Seberang Perai Tengah, Pulau Pinang",Taman Belimbing,"100.4392700000001, 5.348860000000059",100.43927,5.34886,Pulau Pinang,Seberang Perai Tengah,P.046 Batu Kawan,N.17 Bukit Tengah,hotspot,"DEWAN SENTOL JAYA (DUN BUKIT TENGAH), TAMAN SENTOL JAYA",N.17 Bukit Tengah,5.34605,100.43917,0.313,TRUE
POINT (100.4426000000001 5.360730000000046),"Taman Desa Damai, Bukit Mertajam, Seberang Perai Tengah, Pulau Pinang",Taman Desa Damai,"100.4426000000001, 5.360730000000046",100.4426,5.36073,Pulau Pinang,Seberang Perai Tengah,P.045 Bukit Mertajam,N.15 Padang Lalang,hotspot,"SEK. MEN. KEB. JIT SIN (DUN PADANG LALANG), TAMAN RAMBAI / TAMAN DESA DAMAI",N.10 Seberang Jaya,5.36858,100.44271,0.873,FALSE
POINT (100.4194400000001 5.390580000000057),"Taman Janggus, Permatang Pauh, Seberang Perai Tengah, Pulau Pinang",Taman Janggus,"100.4194400000001, 5.390580000000057",100.41944,5.39058,Pulau Pinang,Seberang Perai Tengah,P.044 Permatang Pauh,N.10 Seberang Jaya,hotspot,"DEWAN HAJI ZABIDI, KAMPUNG PERTAMA (DUN SEBERANG JAYA), KAMPUNG PERTAMA / PERMATANG JANGGUS",N.10 Seberang Jaya,5.39711,100.39938,2.336,TRUE
POINT (100.4497500000001 5.372080000000039),"Kampung Permatang Rawa, Bukit Mertajam, Seberang Perai Tengah, Pulau Pinang",Kg. Pmtg Rawa,"100.4497500000001, 5.372080000000039",100.44975,5.37208,Pulau Pinang,Seberang Perai Tengah,P.044 Permatang Pauh,N.11 Permatang Pasir,hotspot,"SEK. MEN. KEB. JIT SIN (DUN PADANG LALANG), TAMAN RAMBAI / TAMAN DESA DAMAI",N.10 Seberang Jaya,5.36858,100.44271,0.871,TRUE
POINT (100.4630200000001 5.382350000000031),"Taman Guru, Bukit Mertajam, Seberang Perai Tengah, Pulau Pinang",Taman Guru,"100.4630200000001, 5.382350000000031",100.46302,5.38235,Pulau Pinang,Seberang Perai Tengah,P.044 Permatang Pauh,N.11 Permatang Pasir,hotspot,"DEWAN SERBAGUNA PASAR AWAM KAMPUNG BARU, BERAPIT (DUN BERAPIT), KAMPUNG BARU / TAMAN BEE / TAMAN PERPADUAN",N.13 Berapit,5.37857,100.47432,1.32,TRUE
POINT (100.4731 5.382110000000068),"Perkampungan Berapit, Bukit Mertajam, Seberang Perai Tengah, Pulau Pinang",Perkampungan Berapit,"100.4731, 5.382110000000068",100.4731,5.38211,Pulau Pinang,Seberang Perai Tengah,P.045 Bukit Mertajam,N.13 Berapit,hotspot,"DEWAN SERBAGUNA PASAR AWAM KAMPUNG BARU, BERAPIT (DUN BERAPIT), KAMPUNG BARU / TAMAN BEE / TAMAN PERPADUAN",N.13 Berapit,5.37857,100.47432,0.416,TRUE
POINT (100.4637500000001 5.383340000000032),"Kampung Tanah Liat, Bukit Mertajam, Seberang Perai Tengah, Pulau Pinang",Kg. Tanah Liat,"100.4637500000001, 5.383340000000032",100.46375,5.38334,Pulau Pinang,Seberang Perai Tengah,P.044 Permatang Pauh,N.12 Penanti,hotspot,"DEWAN SERBAGUNA PASAR AWAM KAMPUNG BARU, BERAPIT (DUN BERAPIT), KAMPUNG BARU / TAMAN BEE / TAMAN PERPADUAN",N.13 Berapit,5.37857,100.47432,1.285,TRUE
POINT (100.4776604933678 5.302364209448437),"Jalan Permatang, Kampung Permatang Tinggi, Bukit Mertajam, Seberang Perai Tengah, 14000, Pulau Pinang",Kg. Pmtg Ara,"100.4776604933678, 5.302364209448437",100.4776605,5.302364209,Pulau Pinang,Seberang Perai Tengah,P.045 Bukit Mertajam,N.14 Machang Bubuk,hotspot,"DEWAN JKKK ALMA (DUN MACHANG BUBUK), nan",N.14 Machang Bubuk,5.319744921,100.4768727,1.935,TRUE
POINT (100.4541600000001 5.366870000000063),"Taman Tan Sai Gin, Bukit Mertajam, Seberang Perai Tengah, Pulau Pinang",Taman Tan Sai Gin,"100.4541600000001, 5.366870000000063",100.45416,5.36687,Pulau Pinang,Seberang Perai Tengah,P.045 Bukit Mertajam,N.15 Padang Lalang,hotspot,"SEK. MEN. KEB. JIT SIN (DUN PADANG LALANG), TAMAN RAMBAI / TAMAN DESA DAMAI",N.10 Seberang Jaya,5.36858,100.44271,1.282,FALSE
POINT (100.4590603520001 5.364177399000027),"Seberang Perai Tengah, Pulau Pinang",Kampung Cross Street,"100.4590603520001, 5.364177399000027",100.4590604,5.364177399,Pulau Pinang,Seberang Perai Tengah,P.045 Bukit Mertajam,N.15 Padang Lalang,hotspot,"SEK. MEN. KEB. JIT SIN (DUN PADANG LALANG), TAMAN RAMBAI / TAMAN DESA DAMAI",N.10 Seberang Jaya,5.36858,100.44271,1.875,FALSE
POINT (100.46527 5.342570000000023),"Kampung Baru Alma, Bukit Mertajam, Seberang Perai Tengah, Pulau Pinang",Kg. Baru Alma,"100.46527, 5.342570000000023",100.46527,5.34257,Pulau Pinang,Seberang Perai Tengah,P.045 Bukit Mertajam,N.15 Padang Lalang,hotspot,"DEWAN JKKK ALMA (DUN MACHANG BUBUK), nan",N.14 Machang Bubuk,5.319744921,100.4768727,2.845,FALSE
POINT (100.4705400000001 5.330600000000061),"Kampung Alma, Bukit Mertajam, Seberang Perai Tengah, Pulau Pinang",Kg. Alma,"100.4705400000001, 5.330600000000061",100.47054,5.3306,Pulau Pinang,Seberang Perai Tengah,P.045 Bukit Mertajam,N.14 Machang Bubuk,hotspot,"DEWAN JKKK ALMA (DUN MACHANG BUBUK), nan",N.14 Machang Bubuk,5.319744921,100.4768727,1.396,TRUE
POINT (100.47522 5.339780000000076),"Taman Alma, Bukit Mertajam, Seberang Perai Tengah, Pulau Pinang",Taman Alma,"100.47522, 5.339780000000076",100.47522,5.33978,Pulau Pinang,Seberang Perai Tengah,P.045 Bukit Mertajam,N.13 Berapit,hotspot,"DEWAN JKKK ALMA (DUN MACHANG BUBUK), nan",N.14 Machang Bubuk,5.319744921,100.4768727,2.235,TRUE
POINT (100.45651 5.343090000000075),"Taman Kota Permai, Bukit Mertajam, Seberang Perai Tengah, Pulau Pinang",Taman Kota Permai,"100.45651, 5.343090000000075",100.45651,5.34309,Pulau Pinang,Seberang Perai Tengah,P.045 Bukit Mertajam,N.15 Padang Lalang,hotspot,"DEWAN SENTOL JAYA (DUN BUKIT TENGAH), TAMAN SENTOL JAYA",N.17 Bukit Tengah,5.34605,100.43917,1.948,FALSE
POINT (100.48967 5.336810000000071),"Taman Sejahtera, Bukit Mertajam, Seberang Perai Tengah, Pulau Pinang",Taman Sejahtera,"100.48967, 5.336810000000071",100.48967,5.33681,Pulau Pinang,Seberang Perai Tengah,P.045 Bukit Mertajam,N.14 Machang Bubuk,hotspot,"SURAU PERMATANG TOK SUBUH (DUN MACHANG BUBUK), KAMPUNG PERMATANG TOK SUBUH",N.14 Machang Bubuk,5.33492,100.5079,2.029,TRUE
POINT (100.4978 5.331750000000056),"Taman Sejahtera Permai, Bukit Mertajam, Seberang Perai Tengah, Pulau Pinang",Taman Sejahtera Permai,"100.4978, 5.331750000000056",100.4978,5.33175,Pulau Pinang,Seberang Perai Tengah,P.045 Bukit Mertajam,N.14 Machang Bubuk,hotspot,"SURAU PERMATANG TOK SUBUH (DUN MACHANG BUBUK), KAMPUNG PERMATANG TOK SUBUH",N.14 Machang Bubuk,5.33492,100.5079,1.172,TRUE
POINT (100.48749 5.329760000000022),"Taman Selamat, Bukit Mertajam, Seberang Perai Tengah, Pulau Pinang",Taman Selamat,"100.48749, 5.329760000000022",100.48749,5.32976,Pulau Pinang,Seberang Perai Tengah,P.045 Bukit Mertajam,N.14 Machang Bubuk,hotspot,"DEWAN JKKK ALMA (DUN MACHANG BUBUK), nan",N.14 Machang Bubuk,5.319744921,100.4768727,1.619,TRUE
POINT (100.4634100000001 5.337950000000035),"Taman Permai Jaya, Bukit Mertajam, Seberang Perai Tengah, Pulau Pinang",Taman Permai Jaya,"100.4634100000001, 5.337950000000035",100.46341,5.33795,Pulau Pinang,Seberang Perai Tengah,P.045 Bukit Mertajam,N.15 Padang Lalang,hotspot,"DEWAN JKKK ALMA (DUN MACHANG BUBUK), nan",N.14 Machang Bubuk,5.319744921,100.4768727,2.514,FALSE
POINT (100.4630350603084 5.335900031652251),"Jalan Bukit Minyak, Taman Permai Jaya, Bukit Mertajam, Seberang Perai Tengah, 14000, Pulau Pinang",Jalan Bukit Minyak (Hadapan SMK Alma),"100.4630350603084, 5.335900031652251",100.4630351,5.335900032,Pulau Pinang,Seberang Perai Tengah,P.045 Bukit Mertajam,N.15 Padang Lalang,hotspot,"DEWAN JKKK ALMA (DUN MACHANG BUBUK), nan",N.14 Machang Bubuk,5.319744921,100.4768727,2.361,FALSE
POINT (100.4555000000001 5.334120000000041),"Kampung Telok, Bukit Mertajam, Seberang Perai Tengah, Pulau Pinang",Kampung Telok,"100.4555000000001, 5.334120000000041",100.4555,5.33412,Pulau Pinang,Seberang Perai Tengah,P.045 Bukit Mertajam,N.14 Machang Bubuk,hotspot,"DEWAN SENTOL JAYA (DUN BUKIT TENGAH), TAMAN SENTOL JAYA",N.17 Bukit Tengah,5.34605,100.43917,2.242,TRUE
POINT (100.4753600000001 5.326560000000029),"Kampung Kijang, Bukit Mertajam, Seberang Perai Tengah, Pulau Pinang",Kg. Kijang,"100.4753600000001, 5.326560000000029",100.47536,5.32656,Pulau Pinang,Seberang Perai Tengah,P.045 Bukit Mertajam,N.14 Machang Bubuk,hotspot,"DEWAN JKKK ALMA (DUN MACHANG BUBUK), nan",N.14 Machang Bubuk,5.319744921,100.4768727,0.776,TRUE
POINT (100.4416107286018 5.354894117895981),"Jalan Nangka, Taman Gemilang Jaya, Bukit Mertajam, Seberang Perai Tengah, 14000, Pulau Pinang",Taman Nangka,"100.4416107286018, 5.354894117895981",100.4416107,5.354894118,Pulau Pinang,Seberang Perai Tengah,P.045 Bukit Mertajam,N.15 Padang Lalang,hotspot,"DEWAN SENTOL JAYA (DUN BUKIT TENGAH), TAMAN SENTOL JAYA",N.17 Bukit Tengah,5.34605,100.43917,1.02,FALSE
POINT (100.4365500000001 5.357610000000022),"Kampung Kebun Sireh, Bukit Mertajam, Seberang Perai Tengah, Pulau Pinang",Kg. Kebun Sireh,"100.4365500000001, 5.357610000000022",100.43655,5.35761,Pulau Pinang,Seberang Perai Tengah,P.046 Batu Kawan,N.17 Bukit Tengah,hotspot,"DEWAN SENTOL JAYA (DUN BUKIT TENGAH), TAMAN SENTOL JAYA",N.17 Bukit Tengah,5.34605,100.43917,1.318,TRUE
