area_type,dun,max_elevation,watercover,state,parlimen,population_total,sex_male,sex_female,housing_total,household_total
sla,N.23 Petagas,173.0,0.0414108094392286,Sabah,P.173 Putatan,35844,18282,17562,9160,8369
sla,N.24 Tanjung Keramat,161.0,0.2869450347481477,Sabah,P.173 Putatan,42126,21999,20127,10158,9278
sla,N.25 Kapayan,126.0,0.0076064286590602,Sabah,P.174 Penampang,118966,61036,57930,31552,30836
sla,N.26 Moyog,1772.0,0.0182949921828722,Sabah,P.174 Penampang,59533,33821,25712,16288,13754
sla,N.27 Limbahau,1659.0,0.015126678831025,Sabah,P.175 Papar,30815,16165,14650,6928,6280
sla,N.28 Kawang,267.0,0.1051664086687306,Sabah,P.175 Papar,51590,27085,24505,13757,11177
sla,N.29 Pantai Manis,130.0,0.2106531001132543,Sabah,P.175 Papar,24360,12934,11426,5493,4941
sla,N.30 Bongawan,1464.0,0.012591087501122,Sabah,P.176 Kimanis,31844,16474,15370,6564,6197
sla,N.31 Membakut,957.0,0.0307600610212392,Sabah,P.176 Kimanis,18564,9512,9052,3953,4222
sla,N.32 Klias,1123.0,0.0408728621142933,Sabah,P.177 Beaufort,28397,14527,13870,7121,5826
sla,N.33 Kuala Penyu,138.0,0.3192852188116139,Sabah,P.177 Beaufort,23710,11863,11847,6204,5333
sla,N.34 Lumadan,1014.0,0.0987404035455533,Sabah,P.178 Sipitang,28755,14718,14037,6832,6456
sla,N.35 Sindumin,2091.0,0.0032032826073786,Sabah,P.178 Sipitang,37828,19671,18157,9007,8226
sla,N.36 Kundasang,3881.0,0.0093786557260126,Sabah,P.179 Ranau,31177,16309,14868,6957,6372
sla,N.37 Karanaan,2045.0,0.0001403109124748,Sabah,P.179 Ranau,21115,11005,10110,4317,3867
sla,N.38 Paginatan,2608.0,0.0041868517632693,Sabah,P.179 Ranau,33792,17345,16447,6860,6526
sla,N.39 Tambunan,3029.0,6.116555567283465e-05,Sabah,P.180 Keningau,32007,16272,15735,7465,7337
sla,N.40 Bingkor,1928.0,0.0032222732163724,Sabah,P.180 Keningau,38299,19512,18787,9142,8644
sla,N.41 Liawan,1682.0,0.0023501055633142,Sabah,P.180 Keningau,59576,30611,28965,15608,14385
sla,N.42 Melalap,1510.0,0.0377323600856374,Sabah,P.181 Tenom,25084,12998,12086,6540,5555
sla,N.43 Kemabong,2003.0,0.0117870478963616,Sabah,P.181 Tenom,25146,12808,12338,5698,5117
sla,N.44 Tulid,2764.0,0.0008545935167288,Sabah,P.182 Pensiangan,19915,10377,9538,4362,4145
sla,N.45 Sook,1449.0,0.0011741510887628,Sabah,P.182 Pensiangan,33311,17552,15759,8175,7465
sla,N.46 Nabawan,1982.0,0.0030376117630211,Sabah,P.182 Pensiangan,29273,15547,13726,6220,5456
sla,N.47 Telupid,1764.0,0.0234097682987104,Sabah,P.183 Beluran,34181,18539,15642,10503,9061
sla,N.48 Sugut,1327.0,0.0977260889099176,Sabah,P.183 Beluran,38436,21542,16894,12086,10000
sla,N.49 Labuk,183.0,0.4769524751829341,Sabah,P.183 Beluran,28449,14631,13818,7638,7153
sla,N.50 Gum-Gum,151.0,0.177314173961448,Sabah,P.184 Libaran,72785,37636,35149,14905,13980
sla,N.51 Sungai Manila,60.0,0.1346060103026231,Sabah,P.184 Libaran,23016,11626,11390,4149,3954
sla,N.52 Sungai Sibuga,46.0,0.3136969149613087,Sabah,P.184 Libaran,75651,37953,37698,17396,15385
sla,N.53 Sekong,246.0,0.1364155399492999,Sabah,P.185 Batu Sapi,88546,46727,41819,16618,16216
sla,N.54 Karamunting,238.0,0.095028767211843,Sabah,P.185 Batu Sapi,31152,15781,15371,5255,5057
sla,N.55 Elopura,219.0,0.1699519426570009,Sabah,P.186 Sandakan,101443,51951,49492,19464,18899
sla,N.56 Tanjong Papat,175.0,0.477859778597786,Sabah,P.186 Sandakan,20229,10394,9835,3535,3688
sla,N.57 Kuamut,1827.0,0.009076921667357,Sabah,P.187 Kinabatangan,46527,25350,21177,12275,11347
sla,N.58 Lamag,564.0,0.0345021561167169,Sabah,P.187 Kinabatangan,56395,31278,25117,12539,11994
sla,N.59 Sukau,277.0,0.1475442557916141,Sabah,P.187 Kinabatangan,113165,62261,50904,25557,25047
sla,N.60 Tungku,802.0,0.0788186110642365,Sabah,P.188 Lahad Datu,79995,43316,36679,18147,17699
sla,N.61 Segama,425.0,0.0105651133621864,Sabah,P.188 Lahad Datu,105705,55966,49739,22507,22519
sla,N.62 Silam,1194.0,0.0087702538891338,Sabah,P.188 Lahad Datu,45375,23583,21792,9423,9475
sla,N.63 Kunak,735.0,0.0177043853394875,Sabah,P.188 Lahad Datu,68475,36978,31497,13283,11785
sla,N.64 Sulabayan,589.0,0.165687957950479,Sabah,P.189 Semporna,33882,17670,16212,6032,5416
sla,N.65 Senallang,530.0,0.2125733384938343,Sabah,P.189 Semporna,57231,28893,28338,11258,10320
sla,N.66 Bugaya,601.0,0.1049291023079144,Sabah,P.189 Semporna,75474,38838,36636,14263,13306
sla,N.67 Balung,1213.0,0.0024929128652866,Sabah,P.190 Tawau,70671,37253,33418,15663,14983
sla,N.68 Apas,382.0,0.2480036552060726,Sabah,P.190 Tawau,98982,52189,46793,18814,18304
sla,N.69 Sri Tanjong,92.0,0.0515656013286345,Sabah,P.190 Tawau,60878,31236,29642,13130,12407
sla,N.70 Kukusan,179.0,0.0537117500231117,Sabah,P.191 Kalabakan,29893,15209,14684,6352,6047
sla,N.71 Tanjung Batu,151.0,0.4110242755377273,Sabah,P.191 Kalabakan,41931,21074,20857,8235,7963
sla,N.72 Merotai,1300.0,0.0702773897018158,Sabah,P.191 Kalabakan,64425,34225,30200,14905,13601
sla,N.73 Sebatik,1485.0,0.1884774351214975,Sabah,P.191 Kalabakan,52407,28756,23651,13755,12691
sla,N.01 Opar,1577.0,0.0210326731772912,Sarawak,P.192 Mas Gading,21764,11797,9967,6868,5421
sla,N.02 Tasik Biru,626.0,0.0022265472641496,Sarawak,P.192 Mas Gading,29670,15396,14274,9045,6570
sla,N.03 Tanjong Datu,894.0,0.5438734417283099,Sarawak,P.193 Santubong,16026,8360,7666,5821,4278
sla,N.04 Pantai Damai,838.0,1.8568135638110768,Sarawak,P.193 Santubong,56047,28311,27736,15249,11889
sla,N.05 Demak Laut,302.0,1.530780482708181,Sarawak,P.193 Santubong,45678,23018,22660,12264,10716
sla,N.06 Tupong,896.0,0.1297737161887581,Sarawak,P.194 Petra Jaya,91272,45677,45595,27301,21230
sla,N.07 Samariang,76.0,0.4555943398198273,Sarawak,P.194 Petra Jaya,45085,22374,22711,10928,9264
sla,N.08 Satok,26.0,1.805825242718447,Sarawak,P.194 Petra Jaya,14456,7165,7291,3989,3639
sla,N.09 Padungan,57.0,0.4189733266230498,Sarawak,P.195 Bandar Kuching,14179,7219,6960,5417,4463
sla,N.10 Pending,53.0,1.3519974834853727,Sarawak,P.195 Bandar Kuching,37057,19036,18021,11752,9226
sla,N.11 Batu Lintang,41.0,0.0373868172524583,Sarawak,P.195 Bandar Kuching,65044,32228,32816,18643,16532
sla,N.12 Kota Sentosa,52.0,0.0063255439161966,Sarawak,P.196 Stampin,66413,33904,32509,22225,17389
sla,N.13 Batu Kitang,100.0,0.0836232655233105,Sarawak,P.196 Stampin,59031,29793,29238,18828,14091
sla,N.14 Batu Kawah,84.0,0.1202242016246778,Sarawak,P.196 Stampin,86773,44021,42752,25681,18707
sla,N.15 Asajaya,31.0,0.5206308179281153,Sarawak,P.197 Kota Samarahan,20017,10233,9784,4452,4704
sla,N.16 Muara Tuang,72.0,0.1496881282540337,Sarawak,P.197 Kota Samarahan,65026,29858,35168,16896,18837
sla,N.17 Stakan,177.0,0.2471793762171184,Sarawak,P.197 Kota Samarahan,73478,37400,36078,27904,20412
sla,N.18 Serembu,1098.0,0.0054516690525767,Sarawak,P.198 Puncak Borneo,16746,8732,8014,4427,3425
sla,N.19 Mambong,1242.0,0.1286770465528253,Sarawak,P.198 Puncak Borneo,38228,20142,18086,12976,8558
sla,N.20 Tarat,828.0,0.0017239782366421,Sarawak,P.198 Puncak Borneo,25806,13223,12583,8664,6516
sla,N.21 Tebedu,891.0,0.0002011700264761,Sarawak,P.199 Serian,21956,11096,10860,6134,4985
sla,N.22 Kedup,818.0,0.0002552513452261,Sarawak,P.199 Serian,18030,9408,8622,5338,4475
sla,N.23 Bukit Semuja,828.0,0.0026252832185384,Sarawak,P.199 Serian,21758,11066,10692,7420,5251
sla,N.24 Sadong Jaya,24.0,1.7606125630073484,Sarawak,P.200 Batang Sadong,10954,5563,5391,2545,2704
sla,N.25 Simunjan,310.0,0.7445515906685861,Sarawak,P.200 Batang Sadong,12293,6381,5912,3678,2934
sla,N.26 Gedong,540.0,0.2334367578660869,Sarawak,P.200 Batang Sadong,10447,5700,4747,3438,2670
sla,N.27 Sebuyau,386.0,1.262672219447713,Sarawak,P.201 Batang Lupar,11822,6135,5687,3459,2741
sla,N.28 Lingga,251.0,1.9725439013390829,Sarawak,P.201 Batang Lupar,10748,5483,5265,2951,2294
sla,N.29 Beting Maro,85.0,1.4920612156147932,Sarawak,P.201 Batang Lupar,15769,8041,7728,4433,3794
sla,N.30 Balai Ringin,820.0,0.0023356277820029,Sarawak,P.202 Sri Aman,15165,8091,7074,5507,3928
sla,N.31 Bukit Begunan,840.0,0.1149898322372416,Sarawak,P.202 Sri Aman,18672,10196,8476,5542,4228
sla,N.32 Simanggang,836.0,0.0319627666132412,Sarawak,P.202 Sri Aman,29026,14517,14509,8587,6280
sla,N.33 Engkilili,1293.0,0.0182528119777571,Sarawak,P.203 Lubok Antu,12597,6448,6149,4419,3443
sla,N.34 Batang Ai,1295.0,0.371982782269156,Sarawak,P.203 Lubok Antu,14183,7184,6999,4566,3628
sla,N.35 Saribas,77.0,0.9738497922520314,Sarawak,P.204 Betong,11477,5748,5729,3517,2519
sla,N.36 Layar,632.0,0.0116195223651312,Sarawak,P.204 Betong,12689,6922,5767,4747,3220
sla,N.37 Bukit Saban,519.0,0.0301204901117682,Sarawak,P.204 Betong,10464,5360,5104,3198,2572
sla,N.38 Kalaka,109.0,0.5198529411764706,Sarawak,P.205 Saratok,12768,6409,6359,4224,3062
sla,N.39 Krian,388.0,0.0016754720899914,Sarawak,P.205 Saratok,15484,7625,7859,4952,3665
sla,N.40 Kabong,107.0,0.9737081834029672,Sarawak,P.205 Saratok,13087,6532,6555,3872,2945
sla,N.41 Kuala Rajang,196.0,2.491806572756941,Sarawak,P.206 Tanjong Manis,18733,9505,9228,7877,5226
sla,N.42 Semop,41.0,1.3603158282483705,Sarawak,P.206 Tanjong Manis,14035,7486,6549,4749,3896
sla,N.43 Daro,45.0,0.9816597154143778,Sarawak,P.207 Igan,14409,7967,6442,5697,4445
sla,N.44 Jemoreng,35.0,0.5841340102374759,Sarawak,P.207 Igan,12979,6715,6264,4529,4003
sla,N.45 Repok,98.0,0.2339735814938143,Sarawak,P.208 Sarikei,24175,12109,12066,9393,6577
sla,N.46 Meradong,206.0,0.2097969221758706,Sarawak,P.208 Sarikei,18944,9587,9357,6910,4782
sla,N.47 Pakan,506.0,0.008796222461691,Sarawak,P.209 Julau,17175,8926,8249,5201,3904
sla,N.48 Meluan,881.0,0.0018958071410861,Sarawak,P.209 Julau,17951,9031,8920,6269,4438
sla,N.49 Ngemah,965.0,0.1293336282136185,Sarawak,P.210 Kanowit,10159,5110,5049,4222,2846
sla,N.50 Machan,358.0,0.0870964874358076,Sarawak,P.210 Kanowit,14541,7239,7302,5522,3874
sla,N.51 Bukit Assek,44.0,0.974671669793621,Sarawak,P.211 Lanang,37666,18811,18855,12839,10334
sla,N.52 Dudong,131.0,0.4245895893307591,Sarawak,P.211 Lanang,67264,34169,33095,22274,16789
sla,N.53 Bawang Assan,67.0,0.4234559123699618,Sarawak,P.212 Sibu,26642,16065,10577,10938,7856
sla,N.54 Pelawan,29.0,0.7510315631531,Sarawak,P.212 Sibu,41978,20824,21154,13175,11700
sla,N.55 Nangka,272.0,0.0461684212245698,Sarawak,P.212 Sibu,72954,37144,35810,25075,19390
sla,N.56 Dalat,44.0,0.1546516041765797,Sarawak,P.213 Mukah,16729,8441,8288,4566,4327
sla,N.57 Tellian,148.0,0.0401210748775262,Sarawak,P.213 Mukah,26962,13921,13041,8883,7396
sla,N.58 Balingian,67.0,0.1112854986743914,Sarawak,P.213 Mukah,17114,9252,7862,5765,4797
sla,N.59 Tamin,967.0,0.001005657125573,Sarawak,P.214 Selangau,16815,8660,8155,6486,4846
sla,N.60 Kakus,1079.0,0.0160031066249018,Sarawak,P.214 Selangau,34520,19061,15459,9940,8635
sla,N.61 Pelagus,1030.0,0.0931680754562354,Sarawak,P.215 Kapit,11877,5921,5956,4074,3067
sla,N.62 Katibas,1286.0,0.0314383743412821,Sarawak,P.215 Kapit,9534,4674,4860,4671,2809
sla,N.63 Bukit Goram,1037.0,0.1482171141248787,Sarawak,P.215 Kapit,22570,11242,11328,6965,5302
sla,N.64 Baleh,1952.0,0.012268699739871,Sarawak,P.216 Hulu Rajang,9384,5732,3652,4141,3351
sla,N.65 Belaga,2065.0,0.5150143715012386,Sarawak,P.216 Hulu Rajang,13076,7476,5600,5432,4421
sla,N.66 Murum,1925.0,0.3988358695713979,Sarawak,P.216 Hulu Rajang,20934,12125,8809,7510,6305
sla,N.67 Jepak,329.0,0.1790409000824315,Sarawak,P.217 Bintulu,35299,18976,16323,8516,7881
sla,N.68 Tanjong Batu,179.0,1.2747832001360313,Sarawak,P.217 Bintulu,73917,38511,35406,19297,17963
sla,N.69 Kemena,927.0,0.0141669784278613,Sarawak,P.217 Bintulu,47149,26755,20394,16096,14118
sla,N.70 Samalaju,287.0,0.3819877445162185,Sarawak,P.217 Bintulu,78734,44760,33974,22451,19735
sla,N.71 Bekenu,393.0,0.2060619488115424,Sarawak,P.218 Sibuti,22108,11763,10345,7481,6097
sla,N.72 Lambir,455.0,0.2485709941658614,Sarawak,P.218 Sibuti,48876,25409,23467,15108,12041
sla,N.73 Piasau,75.0,6.667174192320503,Sarawak,P.219 Miri,34612,17614,16998,13526,9217
sla,N.74 Pujut,22.0,0.5531327311432024,Sarawak,P.219 Miri,39178,20475,18703,11449,9483
sla,N.75 Senadin,110.0,0.3938683655600103,Sarawak,P.219 Miri,132335,70390,61945,43237,32806
sla,N.76 Marudi,1001.0,0.1359105401965543,Sarawak,P.220 Baram,32902,17726,15176,11383,8802
sla,N.77 Telang Usan,2004.0,0.039621188189057,Sarawak,P.220 Baram,15942,8558,7384,6776,4029
sla,N.78 Mulu,2380.0,0.0262941057823492,Sarawak,P.220 Baram,14655,7724,6931,5031,3714
sla,N.79 Bukit Kota,410.0,0.2101171808623838,Sarawak,P.221 Limbang,31733,16156,15577,9407,7797
sla,N.80 Batu Danau,2426.0,0.0188946422513418,Sarawak,P.221 Limbang,13328,7035,6293,4442,3272
sla,N.81 Ba`Kelalan,2240.0,0.0076121008996693,Sarawak,P.222 Lawas,9662,5008,4654,3091,2465
sla,N.82 Bukit Sari,442.0,0.5248597404294987,Sarawak,P.222 Lawas,26942,13716,13226,6811,6167
